Number,Title,URL,Duration,Duration (Minutes),Publish Date,Description
Upgrade your cybersecurity at CheckPoint.com"
49,Ep 49: Elliot,https://darknetdiaries.com/episode/49,2837,47.3,"Tue, 15 Oct 2019","In this episode we meet Elliot Alderson (@fs0c131y) from Twitter. Who is 
this strange masked person? What adventures have they gotten themselves 
into? Many stories will be told. The mask will be lifted. Sponsors This 
episode was sponsored by Thinkst Canary. Their canaries attract malicious 
actors in your network and then send you an alert if someone tries to 
access them. Great early warning system for knowing when someone is 
snooping around where they shouldn’t be. Check them out at 
https://canary.tools. Go to https://nordvpn.com/darknet to get 70% off a 3 
year plan and use code darknet for an extra month for free!"
48,Ep 48: Operation Socialist,https://darknetdiaries.com/episode/48,3100,51.7,"Tue, 01 Oct 2019","This is the story about when a nation state hacks into a company within 
another nation. Sponsors This episode was sponsored by IT Pro TV. Get 65 
hours of free training by visiting ITPro.tv/darknet. And use promo code 
DARKNET25 to get 25% off. This episode was sponsored by Nord VPN. Visit 
https://nordvpn.com/darknet and use promo code “DARKNET” to get 75% off 
when signing up for 3 years."
47,Ep 47: Project Raven ,https://darknetdiaries.com/episode/47,3889,64.8,"Tue, 17 Sep 2019","This is the story about an ex-NSA agent who went to work for a secret 
hacking group in the UAE. Sponsors This episode was sponsored by Thinkst 
Canary. Their canaries attract malicious actors in your network and then 
send you an alert if someone tries to access them. Great early warning 
system for knowing when someone is snooping around where they shouldn’t be. 
Check them out at https://canary.tools. Support for this episode comes from 
Blinkist. They offer thousands of condensed non-fiction books, so you can 
get through books in about 15 minutes. Check out Blinkist.com/DARKNET to 
start your 7 day free trial and get 25% off when you sign up."
46,Ep 46: XBox Underground (Part 2),https://darknetdiaries.com/episode/46,5249,87.5,"Tue, 03 Sep 2019","This is the story about the XBox hacking scene and how a group of guys 
pushed their luck a little too far. This is part 2 of a 2 part series. 
Sponsors This episode was sponsored by IT Pro TV. Get 65 hours of free 
training by visiting ITPro.tv/darknet. Learn more about stocks and 
investing from MyWallSt. Visit mywallst.com/darknet to learn more."
45,Ep 45: XBox Underground (Part 1),https://darknetdiaries.com/episode/45,4939,82.3,"Tue, 20 Aug 2019","This is the story about the XBox hacking scene and how a group of guys 
pushed the hacking a little too far. This is part 1 of a 2 part series. 
Sponsors This episode was sponsored by Nord VPN. Visit 
https://nordvpn.com/darknet and use promo code ""DARKNET"". This episode was 
sponsored by Thinkst Canary. Their canaries attract malicious actors in 
your network and then send you an alert if someone tries to access them. 
Great early warning system for knowing when someone is snooping around 
where they shouldn't be. Check them out at https://canary.tools. This 
episode was sponsored by IT Pro TV. Get 65 hours of free training by 
visiting ITPro.tv/darknet. Use promot code ""DARKNET25"". "
44,Ep 44: Zain,https://darknetdiaries.com/episode/44,2206,36.8,"Tue, 06 Aug 2019","Ransomware is ugly. It infects your machine and locks all the the data and 
to unlock you have to pay a fee. In this episode we dive into some of the 
people behind it. Sponsors This episode was sponsored by CMD. Securing 
Linux systems is hard, let CMD help you with that. Visit 
https://cmd.com/dark to get a free demo. This episode was sponsored by 
MyWallSt. Their app can help you find good looking stocks to invest in. 
Visit MyWallSt.com/dark to start your free 30 day trial. For more show 
notes and links check out darknetdiaries.com."
43,Ep 43: PPP,https://darknetdiaries.com/episode/43,3771,62.9,"Tue, 23 Jul 2019","This is the story about how I acquired a black badge from DEFCON (pictured 
above). We also hear the story about who PPP is, and their CTF journey at 
DEFCON. This episode was sponsored by Nord VPN. Visit 
https://nordvpn.com/darknet and use promo code “DARKNET”. This episode was 
sponsored by Detectify. Try their web vulnerability scanner free. Go to 
https://detectify.com/?utm_source=podcast&utm_medium=referral&utm_campaign=DARKNET"
42,Ep 42: Mini-Stories: Vol 2,https://darknetdiaries.com/episode/42,3435,57.3,"Tue, 09 Jul 2019","Three stories in one episode. Listen in on one of Dave Kennedy's 
penetration tests he conducted where he got caught trying to gain entry 
into a datacenter. Listen to a network security engineer talk about the 
unexpected visitor found in his network and what he did about it. And 
listen to Dan Tentler talk about a wild and crazy engagement he did for a 
client. Guests A very special thanks to Dave Kennedy. Learn more about his 
company at trustedsec.com. Thank you Clay for sharing your story. Check out 
the WOPR Summit. Viss also brought an amazing story to share. Thank you 
too. Learn more about him at Phobos.io. I first heard Clay's story on the 
Getting Into Infosec Podcast. Thanks Ayman for finding him and bring that 
story to my attention. Sponsors This episode was sponsored by CMD. Securing 
Linux systems is hard, let CMD help you with that. Visit 
https://cmd.com/dark to get a free demo. This episode was sponsored by 
Thinkst Canary. Their canaries attract malicious actors in your network and 
then send you an alert if someone tries to access them. Great early warning 
system for knowing when someone is snooping around where they shouldn't be. 
Check them out at https://canary.tools. For more show notes and links check 
out darknetdiaries.com."
41,Ep 41: Just Visiting,https://darknetdiaries.com/episode/41,3136,52.3,"Tue, 25 Jun 2019","Join JekHyde and Carl on a physical penetration test, a social engineering 
engagagement, a red team assessment. Their mission is to get into a 
building they shouldn't be allowed, then plant a rogue computer they can 
use to hack into the network from a safe place far away. This episode was 
sponsored by Nord VPN. Visit https://nordvpn.com/darknet and use promo code 
""DARKNET"". This episode was sponsored by Hostinger. Go to 
https://hostinger.com/darknet and use code DARKNET to get 15% off a hosting 
plan and check out this week’s free feature. For more information visit 
darknetdiaries.com."
40,Ep 40: No Parking,https://darknetdiaries.com/episode/40,3808,63.5,"Tue, 11 Jun 2019","Take a ride with a red teamer. A physical penetration tester as he tries to 
make his away into unauthorized areas, steal sensitive documents, hack into 
the computers, and escape with company property. This episode was sponsored 
by CMD. Securing Linux systems is hard, let CMD help you with that. Visit 
https://cmd.com/dark to get a free demo. This episode was sponsored by 
Hostinger. Go to https://hostinger.com/darknet and use code DARKNET to get 
15% off a hosting plan and check out this week’s free feature. For complete 
show notes and links go to darknetdiaries.com."
39,Ep 39: 3 Alarm Lamp Scooter,https://darknetdiaries.com/episode/39,3204,53.4,"Tue, 28 May 2019","A talk at Defcon challenged people to find a way to destroy a hard drive. A 
young man was inspired by this challenge and was determined to find a way 
to destroy a hard drive. But this is not a typical young man, with a 
typical plan. For pictures of Daniel and his projects visit 
darknetdiaries.com/episode/39. This episode was sponsored by Nord VPN. 
Visit nordvpn.com/darknet and use promo code ""DARKNET"". This episode was 
sponsored by IT Pro TV. Get 65 hours of free training by visiting 
ITPro.tv/darknet."
38,Ep 38: Dark Caracal,https://darknetdiaries.com/episode/38,3404,56.7,"Tue, 14 May 2019","A journalist wrote articles critical of the Kazakhstan government. The 
government did not like this and attempted to silence her. But they may 
have done more than just silence her. Perhaps they tried to spy on her too. 
The EFF investigated this case and went down a very interesting rabbit 
hole. Thanks to Cooper Q from EFF's new Threat Lab. Also big thanks to Eva 
from EFF, Andrew Blaich and Michael Flossman from Lookout. For another 
story about the EFF listen to episode 12 ""Crypto Wars"". This episode was 
sponsored by CMD. Securing Linux systems is hard, let CMD help you with 
that. Visit https://cmd.com/dark to get a free demo."
37,Ep 37: LVS,https://darknetdiaries.com/episode/37,1883,31.4,"Tue, 30 Apr 2019","The Venetian casino in Las Vegas Nevada was the largest hotel in the world 
until 2015. The parent company is Las Vegas Sands (LVS) which owns 10 
properties around the world. And the CEO and founder of LVS is Sheldon 
Adelson. One day the CEO said something which sparked quite a firestorm. 
This episode was sponsored by Nucleus. Visit nucleussec.com to start your 
free trial. This episode was sponsored by CMD. Securing Linux systems is 
hard, let CMD help you with that. Visit https://cmd.com/dark to get a free 
demo. For more show notes visit DarknetDiaries.com."
36,Ep 36: Jeremy from Marketing,https://darknetdiaries.com/episode/36,3854,64.2,"Tue, 16 Apr 2019","A company hires a penetration tester to pose as a new hire, Jeremy from 
Marketing, to see how much he can hack into in his first week on the job. 
It doesn't go as planned. Thanks to @TinkerSec for telling us this story. 
This episode was sponsored by Nord VPN. Visit https://nordvpn.com/darknet 
and use promo code ""DARKNET"". This episode was sponsored by IT Pro TV. Get 
65 hours of free training by visiting ITPro.tv/darknet. For more show notes 
visit https://darknetdiaries.com/episode/36."
35,Ep 35: Carbanak,https://darknetdiaries.com/episode/35,2534,42.2,"Tue, 02 Apr 2019","ATM hacking. Hollywood has been fantasizing about this since the 1980's. 
But is this a thing now? A security researcher named Barnaby Jack 
investigated ATMs and found them to be vulnerable. Once he published his 
data the ATM hacking scene rose in popularity and is is a very serious 
business today. One of the first big ATM robberies was done with the 
malware called Carbanak. Jornt v.d. Wiel joins us to discuss what this 
malware is. This episode was sponsored by Nucleus. Visit nucleussec.com to 
start your free trial. This episode was sponsored by IT Pro TV. Get 65 
hours of free training by visiting ITPro.tv/darknet. For more show notes 
and links visit darknetdiaries.com."
34,Ep 34: For Your Eyes Only,https://darknetdiaries.com/episode/34,3235,53.9,"Tue, 19 Mar 2019","Nude selfies. This episode is all about nude selfies. What happens if you 
take one and give it to a vengeful boyfriend. What happens when a hacker 
knows you have them and wants to steal them from your phone. What happens 
is not good. This episode was sponsored by Nord VPN. Visit 
nordvpn.com/darknet and use promo code ""DARKNET"". This episode was 
sponsored by Molekule, a new air purifier that completely destroys air 
pollutants to help you breath easier. Visit molekule.com to use check out 
code ""DARKNET"" to get a discount. For references, sources, and links check 
out the show notes at darknetdiaries.com/episode/34/."
33,Ep 33: RockYou,https://darknetdiaries.com/episode/33,2553,42.6,"Tue, 05 Mar 2019","In 2009 a hacker broke into a website with millions of users and downloaded 
the entire user database. What that hacker did with the data has changed 
the way we view account security even today. This episode was sponsored by 
CuriosityStream. A streaming service showing non-fiction and documtnaries. 
Visit https://curiositystream.com/darknet and use promo code ""darknet"". 
This episode was sponsored by CMD. Securing Linux systems is hard, let CMD 
help you with that. Visit https://cmd.com/dark to get a free demo. To see 
more show notes visit darknetdiaries.com/episode/33."
32,Ep 32: The Carder,https://darknetdiaries.com/episode/32,2489,41.5,"Tue, 19 Feb 2019","A carding kingpin was tracked by the Secret Service. How did he steal the 
cards? Where was he stealing them from? How much was he making doing this? 
And where did he go wrong? Find out all this and more as we listen to how 
the Secret Service investigated the case. This episode was sponsored by 
Eero. A solution to blanket your home in WiFi. Visit 
https://eero.com/darknet and use promo code ""darknet"". This episode was 
sponsored by Nord VPN. Visit https://nordvpn.com/darknet and use promo code 
""darknet"". Cover image this episode created by 𝕄årç ∆⃝ 𝕄ølïñårō. Go to 
Darknet Diaries for additional show notes."
31,Ep 31: Hacker Giraffe,https://darknetdiaries.com/episode/31,3482,58.0,"Tue, 05 Feb 2019","In late November 2018, a hacker found over 50,000 printers were exposed to 
the Internet in ways they shouldn't have been. He wanted to raise awareness 
of this problem, and got himself into a whole heap of trouble. For show 
notes and links visit DarknetDiaries.com. This episode was sponsored by 
CuriosityStream. A documentary streaming service. Visit 
curiositystream.com/darknet and use promo code ""darknet"". This episode is 
also sponsored by Cover. Visit cover.com/darknet to get insured today."
30,Ep 30: Shamoon,https://darknetdiaries.com/episode/30,2301,38.4,"Tue, 22 Jan 2019","In 2012, Saudi Aramco was hit with the most destructive virus ever. 
Thousands and thousands of computers were destroyed. Herculean efforts were 
made to restore them to operational status again. But who would do such an 
attack? Very special thanks goes to Chris Kubecka for sharing her story. 
She is author of the book Down the Rabbit Hole An OSINT Journey, and Hack 
The World With OSINT (due out soon). This episode was sponsored by Eero. A 
solution to blanket your home in WiFi. Visit https://eero.com/darknet and 
use promo code ""darknet"". This episode is also sponsored by Cover. Visit 
cover.com/darknet to get insured today."
29,Ep 29: Stuxnet,https://darknetdiaries.com/episode/29,2586,43.1,"Tue, 08 Jan 2019","Stuxnet was the most sophisticated virus ever discovered. It's target was a 
nuclear enrichment facility in Iran. This virus was successfully able to 
destroy numerous centrifuges. Hear who did it and why. Special thanks to 
Kim Zetter for joining us this episode. You can find more about Stuxnet 
from her book Count Down to Zero Day. "
28,Ep 28: Unit 8200,https://darknetdiaries.com/episode/28,3095,51.6,"Sat, 15 Dec 2018","Israel has their own version of the NSA called Unit 8200. I was curious 
what this unit does and tried to take a peek inside. Hear what I found by 
listening along to this episode. This episode was sponsored by Nord VPN. 
Visit https://nordvpn.com/darknet and use promo code “darknet”. This 
episode is also sponsored by Mack Weldon. Visit mackweldon.com to shop for 
premium men's casual wear and get a 20% off discount with your first order 
by using promo code “diaries”."
27,Ep 27: Chartbreakers,https://darknetdiaries.com/episode/27,3014,50.2,"Sat, 01 Dec 2018","Something is wrong with the Apple Podcasts top charts. As a podcaster, this 
personally annoyed and intrigued me. I investigate how this is happening 
and who is behind it. For show notes visit 
https://darknetdiaries.com/episode/27. This episode was sponsored by Nord 
VPN. Visit https://nordvpn.com/darknet and use promo code 'darknet'. This 
episode is sponsored by LPSS Digital Marketing, your source for honest, 
transparent marketing services for businesses of all sizes. Visit LPSS at 
https://www.lpss.co/ for details."
26,Ep 26: IRS,https://darknetdiaries.com/episode/26,2241,37.4,"Thu, 15 Nov 2018","The IRS processes $3 trillion dollars a year. A lot of criminals want to 
get a piece of that. In 2015 the IRS had a large data breach. Hundreds of 
thousands of tax records were leaked. What happened and who was behind 
this? Listen to this episode to find out. For show notes visit 
https://darknetdiaries.com"
25,Ep 25: Alberto,https://darknetdiaries.com/episode/25,2735,45.6,"Thu, 01 Nov 2018","Alberto Hill was sent to prison for a long time for hacking. For a crime he 
said he did not commit. Listen to his story and you be the judge on whether 
he's guilty or not."
24,Ep 24: Operation Bayonet,https://darknetdiaries.com/episode/24,2532,42.2,"Mon, 15 Oct 2018","Darknet markets are online black markets. They are highly illegal, and 
dangerous to run. Hear exactly how dangerous it was for Alphabay and Hansa 
dark markets."
23,Ep 23: Vladimir Levin,https://darknetdiaries.com/episode/23,1822,30.4,"Mon, 01 Oct 2018","When banks started coming online, they almost immediately started being 
targeted by hackers. Vladimir Levin was one of the first ever known hacker 
to try to rob a bank. He succeeded a little, and failed a lot. Vladimir 
would go down in the history books as one of the most notorious hackers of 
all time because of his attempted online bank robberies."
22,Ep 22: Mini-Stories: Vol 1,https://darknetdiaries.com/episode/22,2501,41.7,"Sat, 15 Sep 2018","Three stories in one! In this episode we hear about a penetration test from 
Mubix that he'll never forget, a incident response from Robert M. Lee which 
completely stunned him, and a social engineering mission from Snow. Podcast 
recommendation: Moonshot."
21,Ep 21: Black Duck Eggs,https://darknetdiaries.com/episode/21,1699,28.3,"Sat, 01 Sep 2018","Ira Winkler's specialty is assembling elite teams of special forces and 
intelligence officers to go after companies. Ira shares a story about a 
time he and his team broke into a global 5 company. A company so large that 
theft of intellictual property could result in billions of dollars of 
damage. Ira's consulting company: Secure Mentum. His books: Spies Among Us, 
Advanced Persistent Security, Through the Eyes of the Enemy. "
20,Ep 20: mobman,https://darknetdiaries.com/episode/20,2903,48.4,"Wed, 15 Aug 2018","Chances are, if you were downloading shady programs in the early 2000's, 
you were infected with malware he wrote called SubSeven. Hacking changed 
mobman's life. Hear how it happened by listening to this episode. Image for 
this episode created by dr4w1ngluc4s. Check out his Instagram to see some 
amazing artwork! Check out the podcasts Van Sounds and True Crime Island"
19,Ep 19: Operation Aurora,https://darknetdiaries.com/episode/19,1889,31.5,"Wed, 01 Aug 2018","In 2009, around Christmas time, something terrible was lurking in the 
network at Google. Google is the most popular website on the Internet. It’s 
so popular many people just think Google is the Internet. Google hires many 
of the most talented minds and has been online since the 90s. Hacking into 
Google is no easy task. There’s a team of security engineers who test and 
check all the configurations on the site before they go live. And Google 
has teams of security analysts and technicians watching the network 24/7 
for attacks, intrusions, and suspicious activity. Security plays a very 
vital role at Google, and everything has to have the best protections. But 
this attack slipped past all that. Hackers had found their way into the 
network. They compromised numerous systems, burrowed their way into 
Google’s servers, and were trying to get to data they shouldn’t be allowed 
to have. Google detected this activity. And realized pretty quickly they 
were dealing with an attack more sophisticated than anything they’ve ever 
seen. Podcast recommendation: Twenty Thousand Hertz"
18,Ep 18: Jackpot,https://darknetdiaries.com/episode/18,1385,23.1,"Sun, 01 Jul 2018","A man addicted to gambling finds a bug in a video poker machine that lets 
him win excessive amounts of money."
17,Ep 17: Finn,https://darknetdiaries.com/episode/17,2899,48.3,"Sun, 03 Jun 2018","A 14-year-old kid who finds himself bored in class decides to hack 
someone's twitter account and ends up with more than he bargained for."
16,Ep 16: Eijah,https://darknetdiaries.com/episode/16,2260,37.7,"Tue, 01 May 2018","In 2007, a hacker named Eijah got fed up with the way DRM prevented him 
from being able to play the content he paid for. He decided to fight back 
against the AACS and find a way to circumvent the DRM. By the time Eijah 
was done, his life wasn't the same."
15,Ep 15: Ill Tills,https://darknetdiaries.com/episode/15,2121,35.4,"Sun, 01 Apr 2018","A major retailer was hacked. Their point of sales machines were riddled 
with malware. Listen to hear how digital forensics and incident responders 
handled the situation. What malware was found? Where was it found? How was 
it stopped? And most importantly, how much data was leaked?"
14,Ep 14: #OpJustina,https://darknetdiaries.com/episode/14,1632,27.2,"Thu, 01 Mar 2018","In 2013 a hospital was accused of conducting a medical kidnapping against a 
young girl name Justina. This enraged many people across the country, 
including members of anonymous. A DDOS attack was waged against the 
hospital."
13,Ep 13: Carna Botnet,https://darknetdiaries.com/episode/13,2118,35.3,"Thu, 15 Feb 2018","In 2012 the Carna Bot was built and unleashed on the world. But it didn't 
have any intentions on doing anything malicious. It was built just to help 
us all understand the Internet better. This botnet used the oldest security 
vulnerable in the book. And the data that came out of it was amazing."
12,Ep 12: Crypto Wars,https://darknetdiaries.com/episode/12,1830,30.5,"Thu, 01 Feb 2018","In the 1990's the Internet started to take shape. But the US goverment had 
strict laws regulating what type of cryptography is allowed to be used 
online. A few brave people stood up to the government in the name of civil 
rights and won the right to use strong encryption. Listen to their battle 
and what they had to do through to accomplish this."
11,Ep 11: Strictly Confidential,https://darknetdiaries.com/episode/11,1292,21.5,"Mon, 15 Jan 2018","What happens when an innovative tech company, that's trying to develop the 
next big thing, detects a hacker in their network? We hear the story from a 
digital forensics investigator which has a surprising result."
10,Ep 10: Misadventures of a Nation State Actor,https://darknetdiaries.com/episode/10,2125,35.4,"Mon, 01 Jan 2018","In today's world of intelligence gathering, governments hack other 
governments. This episode takes you on a ride with a nation state actor to 
see exactly how it's done."
9,Ep 9: The Rise and Fall of Mt. Gox,https://darknetdiaries.com/episode/9,1853,30.9,"Fri, 15 Dec 2017","Mt. Gox was the largest bitcoin exchange in the world. It suddenly went 
offline. What happened?"
8,Ep 8: Manfred (Part 2),https://darknetdiaries.com/episode/8,1808,30.1,"Fri, 01 Dec 2017","Manfred found a way to turn his passion for video games and reverse 
engineering into a full time business. He exploited video games and sold 
virtual goods and currency for real money. This was his full time job. 
Listen to this episode to hear exactly how he did this. "
7,Ep 7: Manfred (Part 1),https://darknetdiaries.com/episode/7,1516,25.3,"Fri, 01 Dec 2017","Manfred has had the most epic story of all online video game stories. For 
the last 20 years, he's been hacking online games."
6,Ep 6: The Beirut Bank Job,https://darknetdiaries.com/episode/6,1879,31.3,"Wed, 15 Nov 2017","Jayson E. Street tells us a story about the time he broke into a bank in 
Beirut Lebanon."
5,Ep 5: #ASUSGATE,https://darknetdiaries.com/episode/5,1627,27.1,"Wed, 01 Nov 2017","Security researcher Kyle Lovett bought a new Asus router in 2013. He found 
it was riddled with security vulnerabilties. He set out on a mission to 
resolve these vulnerabilities not only for his own router, but for 
thousands of others who were also vulnerable. "
4,Ep 4: Panic! at the TalkTalk Board Room,https://darknetdiaries.com/episode/4,2423,40.4,"Sun, 15 Oct 2017","Mobile provider TalkTalk suffered a major breach in 2015. The CEO tried her 
best to keep angry customers calm and carry on. The UK government and 
Metropolitan Police investigate the breach. We get a rare glimpse of how 
the CEO handles the crisis."
3,"Ep 3: DigiNotar, You are the Weakest Link, Good Bye!",https://darknetdiaries.com/episode/3,1664,27.7,"Sun, 01 Oct 2017","The 2011 DigiNotar breach changed the way browsers do security. In this 
episode, we learn what role a CA plays, how browsers work with CAs, and 
what happens when a CA is breached."
2,Ep 2: The Peculiar Case of the VTech Hacker,https://darknetdiaries.com/episode/2,1520,25.3,"Fri, 15 Sep 2017","VTech makes toy tablets, laptops, and watches for kids. In 2015, they were 
breached. The hacker downloaded gigs of children's data. Discover what the 
hacker did once he took the data."
1,Ep 1: The Phreaky World of PBX Hacking,https://darknetdiaries.com/episode/1,841,14.0,"Fri, 01 Sep 2017","Farhan Arshad and Noor Aziz Uddin were captured 2 years after being placed 
on the FBI's Cyber's Most Wanted list for PBX hacking. In this episode, we 
explain PBX hacking and how hackers are racking up billions of dollars in 
phone bills. We also learn how the two men were captured."